name;year;kilom;fuel;trans;owner;mileage;engine;power;seats;pricedol
Tata Nano Lx BSIV;2011.0;35000.0;Petrol;Manual;First;25.4;624.0;37.48;4.0;0.0
Tata Nano Twist XT;2014.0;16810.0;Petrol;Manual;First;25.4;624.0;37.5;4.0;0.0
Tata Nano Cx BSIV;2014.0;42083.0;Petrol;Manual;First;25.4;624.0;37.48;4.0;0.0
Tata Nano Twist XT;2015.0;19963.0;Petrol;Manual;Second;25.4;624.0;37.5;4.0;0.0
Tata Nano Twist XT;2015.0;25811.0;Petrol;Manual;Second;25.4;624.0;37.5;4.0;0.0
Tata Nano Twist XT;2014.0;25500.0;Petrol;Manual;First;25.4;624.0;37.5;4.0;0.0
Tata Nano Twist XT;2015.0;30676.0;Petrol;Manual;First;25.4;624.0;37.5;4.0;0.0
Tata Nano Lx;2011.0;65000.0;Petrol;Manual;Second;26.0;624.0;35.0;4.0;0.0
Tata Nano Cx;2010.0;57000.0;Petrol;Manual;First;26.0;624.0;35.0;4.0;0.0
Tata Nano Lx BSIV;2012.0;4187.0;Petrol;Manual;First;26.0;624.0;35.0;4.0;0.0
Tata Nano Lx;2013.0;37287.0;Petrol;Manual;First;26.0;624.0;35.0;4.0;0.0
Maruti 800 Std BSIII;2004.0;12000.0;Petrol;Manual;Second;16.1;796.0;37.0;4.0;0.0
Maruti 800 Std;2003.5489726881106;52000.0;Petrol;Manual;First;16.1;796.0;37.0;4.0;0.0
Maruti 800 Std;2003.5489726881106;75000.0;Petrol;Manual;First;16.1;796.0;37.0;4.0;0.0
Maruti 800 DX BSII;2003.5489726881106;78000.0;Petrol;Manual;First;16.1;796.0;37.0;4.0;0.0
Maruti 800 Std BSIII;2003.5489726881106;53500.0;Petrol;Manual;Second;16.1;796.0;37.0;4.0;0.0
Maruti 800 AC;2007.0;59000.0;Petrol;Manual;First;16.1;796.0;37.0;4.0;0.0
Maruti 800 AC Uniq;2009.0;22100.0;Petrol;Manual;Second;16.1;796.0;37.0;4.0;0.0
Maruti 800 DX BSII;2009.0;32000.0;Petrol;Manual;First;16.1;796.0;37.0;4.0;0.0
Maruti 800 Std BSIII;2006.0;165000.0;Petrol;Manual;First;16.1;796.0;37.0;4.0;0.0
Maruti 800 AC;2010.0;70000.0;Petrol;Manual;Second;16.1;796.0;37.0;4.0;0.0
Maruti 800 AC;2007.0;72000.0;Petrol;Manual;Third;16.1;796.0;37.0;4.0;0.0
Maruti 800 AC BSIII;2011.0;83969.0;Petrol;Manual;First;16.1;796.0;37.0;4.0;0.0
Maruti Alto 800 2016-2019 CNG LXI;2012.0;65537.0;CNG;Manual;Second;31.400380158104284;796.0;40.3;4.0;0.0
Maruti Alto 800 2016-2019 CNG LXI;2015.0;18000.0;CNG;Manual;First;31.400380158104284;796.0;40.3;4.0;0.0
Maruti Alto 800 2016-2019 CNG LXI;2018.0;10600.0;CNG;Manual;First;31.400380158104284;796.0;40.3;4.0;0.0
Maruti Alto 800 2016-2019 CNG LXI;2017.0;24310.0;CNG;Manual;First;31.400380158104284;796.0;40.3;4.0;0.0
Maruti Alto K10 LXI CNG;2015.0;59525.0;CNG;Manual;Second;31.400380158104284;998.0;58.2;4.0;0.0
Maruti Alto K10 LXI CNG Optional;2018.0;44202.0;CNG;Manual;First;31.400380158104284;998.0;58.2;4.0;0.0
Mini Cooper 3 DOOR D;2016.0;20000.0;Diesel;Automatic;First;20.7;1496.0;113.98;4.0;1.0
Mini Cooper 3 DOOR D;2016.0;32298.0;Diesel;Automatic;First;20.7;1496.0;113.98;4.0;1.0
Mini Cooper 3 DOOR D;2015.0;27641.0;Diesel;Automatic;Second;20.7;1496.0;113.98;4.0;1.0
Mini Cooper S;2012.0;37000.0;Petrol;Automatic;Second;13.6;1598.0;181.0;4.0;1.0
Mini Cooper S Carbon Edition;2012.0;18000.0;Petrol;Automatic;First;13.6;1598.0;181.0;4.0;1.0
Mini Cooper S Carbon Edition;2013.0;52000.0;Petrol;Automatic;First;13.6;1598.0;181.0;4.0;1.0
Mini Cooper S Carbon Edition;2018.0;2971.0;Petrol;Automatic;First;13.6;1598.0;181.0;4.0;1.0
Mini Cooper Convertible 1,6;2015.0;20000.0;Petrol;Automatic;First;18.86;1598.0;122.0;4.0;1.0
Volkswagen Polo GTI;2015.0;60007.0;Petrol;Automatic;First;17.21;1798.0;189.0;4.0;0.0
Volkswagen Polo GTI;2014.0;35059.0;Petrol;Automatic;First;17.21;1798.0;189.0;4.0;0.0
Volkswagen Beetle 2,0;2009.0;27078.0;Petrol;Automatic;First;10.98;1984.0;114.4;4.0;1.0
Audi TT 40 TFSI;2012.0;7000.0;Petrol;Automatic;First;14.33;1984.0;226.6;4.0;1.0
Chevrolet Cruze LTZ AT;2009.0;73204.0;Diesel;Automatic;Third;18.1;1991.0;147.9;4.0;0.0
Chevrolet Cruze LTZ AT;2011.0;60000.0;Diesel;Automatic;First;18.1;1991.0;147.9;4.0;0.0
Chevrolet Cruze LTZ AT;2012.0;137008.0;Diesel;Automatic;First;18.1;1991.0;147.9;4.0;0.0
Chevrolet Cruze LTZ AT;2011.0;78203.0;Diesel;Automatic;First;18.1;1991.0;147.9;4.0;0.0
BMW 3 Series 320d Corporate Edition;2008.0;89000.0;Diesel;Automatic;Second;16.07;1995.0;181.0;4.0;0.0
BMW 3 Series 320d Corporate Edition;2012.0;76000.0;Diesel;Automatic;First;16.07;1995.0;181.0;4.0;0.0
BMW 3 Series 320d Corporate Edition;2013.0;38998.0;Diesel;Automatic;First;16.07;1995.0;181.0;4.0;1.0
Mini Cooper Convertible S;2012.0;17000.0;Petrol;Automatic;Second;16.82;1998.0;189.08;4.0;1.0
Mini Cooper Convertible S;2014.0;11900.0;Petrol;Automatic;First;16.82;1998.0;189.08;4.0;1.0
Mini Cooper Convertible S;2016.0;15000.0;Petrol;Automatic;First;16.82;1998.0;189.08;4.0;1.0
Mini Cooper Convertible S;2017.0;26327.0;Petrol;Automatic;First;16.82;1998.0;189.08;4.0;1.0
Mini Cooper Convertible S;2017.0;20469.0;Petrol;Automatic;First;16.82;1998.0;189.08;4.0;1.0
Mini Cooper 3 DOOR S;2013.0;21000.0;Petrol;Automatic;First;17.44;1998.0;189.08;4.0;1.0
Mini Cooper 3 DOOR S;2016.0;21110.0;Petrol;Automatic;First;17.44;1998.0;189.08;4.0;1.0
Audi RS5 Coupe;2013.0;23000.0;Petrol;Automatic;First;11.05;2894.0;272.94610793415325;4.0;1.0
Audi RS5 Coupe;2013.0;23312.0;Petrol;Automatic;First;11.05;2894.0;272.94610793415325;4.0;1.0
Porsche Panamera Diesel;2013.0;40000.0;Diesel;Automatic;Second;17.85;2967.0;272.94610793415325;4.0;1.0
Porsche Panamera Diesel;2013.0;48000.0;Diesel;Automatic;Second;17.85;2967.0;272.94610793415325;4.0;1.0
Porsche Panamera Diesel;2015.0;54996.0;Diesel;Automatic;First;17.85;2967.0;272.94610793415325;4.0;1.0
Porsche Panamera Diesel;2015.0;25100.0;Diesel;Automatic;First;17.85;2967.0;272.94610793415325;4.0;1.0
Porsche Panamera Diesel;2013.0;19828.0;Diesel;Automatic;Second;17.85;2967.0;272.94610793415325;4.0;1.0
Porsche Panamera Diesel 250hp;2014.0;60033.0;Diesel;Automatic;First;18.18;2967.0;250.0;4.0;1.0
BMW 3 Series 330d Convertible;2013.0;49000.0;Diesel;Automatic;First;8.2;2993.0;245.0;4.0;1.0
BMW 3 Series 330d Convertible;2014.0;51240.0;Diesel;Automatic;First;8.2;2993.0;245.0;4.0;1.0
BMW 6 Series 640d Coupe;2013.0;30000.0;Diesel;Automatic;First;9.52;2993.0;272.94610793415325;4.0;1.0
BMW 6 Series 640d Gran Coupe;2011.0;30000.0;Diesel;Automatic;First;9.52;2993.0;272.94610793415325;4.0;1.0
Jaguar XJ 3,0L Portfolio;2016.0;12000.0;Diesel;Automatic;First;10.5;2993.0;271.23;4.0;1.0
BMW X6 xDrive30d;2011.0;59000.0;Diesel;Automatic;First;11.2;2993.0;241.0;4.0;1.0
BMW X6 xDrive30d;2014.0;39626.0;Diesel;Automatic;First;11.2;2993.0;241.0;4.0;1.0
BMW X6 xDrive30d;2013.0;45306.0;Diesel;Automatic;Second;11.2;2993.0;241.0;4.0;1.0
BMW X6 xDrive 40d;2013.0;58000.0;Diesel;Automatic;First;11.2;2993.0;272.94610793415325;4.0;1.0
Jaguar XJ 3,0L Premium Luxury;2012.0;50000.0;Diesel;Automatic;First;12.9;2993.0;271.23;4.0;1.0
BMW 6 Series Gran Coupe;2013.0;21000.0;Diesel;Automatic;Second;17.54;2993.0;272.94610793415325;4.0;1.0
BMW 6 Series Gran Coupe;2013.0;30000.0;Diesel;Automatic;First;17.54;2993.0;272.94610793415325;4.0;1.0
BMW 6 Series Gran Coupe;2018.0;20004.0;Diesel;Automatic;First;17.54;2993.0;272.94610793415325;4.0;1.0
Mercedes-Benz E-Class E400 Cabriolet;2015.0;7501.0;Petrol;Automatic;First;10.0;2996.0;272.94610793415325;4.0;1.0
Mercedes-Benz CLS-Class 2006-2010 350 CDI;2010.0;29000.0;Diesel;Automatic;First;9.9;3419.9380447197136;271.72;4.0;1.0
BMW 6 Series 650i Coupe;2010.0;65329.0;Petrol;Automatic;First;7.94;3419.9380447197136;272.94610793415325;4.0;1.0
BMW 6 Series 630i Coupe;2011.0;5900.0;Petrol;Automatic;First;7.94;3419.9380447197136;272.94610793415325;4.0;1.0
Porsche Panamera 2010 2013 Diesel;2013.0;36400.0;Diesel;Automatic;First;7.5;3419.9380447197136;272.94610793415325;4.0;1.0
Porsche Panamera 2010 2013 4S;2010.0;42400.0;Petrol;Automatic;Third;8.0;3419.9380447197136;272.94610793415325;4.0;1.0
Ford Mustang V8;2018.0;21290.0;Petrol;Automatic;First;13.0;3419.9380447197136;272.94610793415325;4.0;1.0
Jaguar XJ 5,0 L V8 Supercharged;2011.0;43686.0;Petrol;Automatic;First;10.5;3419.9380447197136;272.94610793415325;4.0;1.0
Bentley Continental Flying Spur;2006.0;48000.0;Petrol;Automatic;First;8.6;3419.9380447197136;272.94610793415325;4.0;1.0
Mahindra E Verito D4;2016.0;50000.0;Electric;Automatic;First;18.134960943992024;72.0;41.0;5.0;1.0
Maruti Celerio ZDi;2015.0;33517.0;Diesel;Manual;First;27.62;793.0;47.0;5.0;0.0
Maruti Celerio LDi;2016.0;80219.0;Diesel;Manual;First;27.62;793.0;47.0;5.0;0.0
Maruti Celerio ZDi;2015.0;42000.0;Diesel;Manual;First;27.62;793.0;47.0;5.0;0.0
Maruti Celerio ZDi;2015.0;42150.0;Diesel;Manual;First;27.62;793.0;47.0;5.0;0.0
Maruti Omni 8 Seater BSIV;2011.0;39000.0;Petrol;Manual;First;14.0;796.0;35.0;5.0;0.0
Maruti Omni 8 Seater BSIV;2012.0;71791.0;Petrol;Manual;First;14.0;796.0;35.0;5.0;0.0
Maruti Omni 8 Seater BSIV;2015.0;52950.0;Petrol;Manual;First;14.0;796.0;35.0;5.0;0.0
Maruti Omni 5 Str STD;2010.0;93850.0;Petrol;Manual;First;14.0;796.0;35.0;5.0;0.0
Maruti Omni 8 Seater BSIV;2013.0;34834.0;Petrol;Manual;First;14.0;796.0;35.0;5.0;0.0
Maruti Omni 8 Seater BSIV;2017.0;21260.0;Petrol;Manual;First;14.0;796.0;35.0;5.0;0.0
Maruti Omni 8 Seater BSIV;2017.0;24571.0;Petrol;Manual;First;14.0;796.0;35.0;5.0;0.0
Maruti Omni 8 Seater BSIV;2016.0;55137.0;Petrol;Manual;First;14.0;796.0;35.0;5.0;0.0
Maruti Omni 5 Seater BSIV;2019.0;4721.0;Petrol;Manual;First;14.0;796.0;35.0;5.0;0.0
Maruti Omni MPI CARGO BSIV;2015.0;23000.0;Petrol;Manual;First;16.8;796.0;34.2;5.0;0.0
Maruti Omni MPI STD BSIV;2012.0;126000.0;Petrol;Manual;First;16.8;796.0;34.2;5.0;0.0
Maruti Omni MPI STD BSIV;2017.0;15473.0;Petrol;Manual;First;16.8;796.0;34.2;5.0;0.0
Maruti Alto VXi;2011.0;11000.0;Petrol;Manual;Third;18.9;796.0;47.0;5.0;0.0
Maruti Alto Std;2005.0;49000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LX;2010.0;125000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSII;2003.5489726881106;69966.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LX;2009.0;68078.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2008.0;42000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2008.0;38000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSII;2008.0;54000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2008.0;26299.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSIII;2008.0;68000.0;Petrol;Manual;Third;19.7;796.0;46.3;5.0;0.0
Maruti Alto LX BSIII;2007.0;72000.0;Petrol;Manual;Second;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2008.0;90000.0;Petrol;Manual;Second;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2007.0;18700.0;Petrol;Manual;Second;19.7;796.0;46.3;5.0;0.0
Maruti Alto Std;2004.0;81500.0;Petrol;Manual;Second;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2006.0;56000.0;Petrol;Manual;Second;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2009.0;35000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2009.0;63000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2006.0;68000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2010.0;66000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2011.0;100000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2010.0;38127.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2008.0;65000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSIII;2010.0;94385.0;Petrol;Manual;Second;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2007.0;76161.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSIII;2009.0;35000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSIII;2008.0;66000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2007.0;52195.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXI;2007.0;52195.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSIII;2006.0;71993.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSIII;2009.0;85000.0;Petrol;Manual;Second;19.7;796.0;46.3;5.0;0.0
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER;2011.0;35000.0;Petrol;Manual;Third;19.7;796.0;35.0;5.0;0.0
Maruti Alto LXi BSIII;2010.0;73513.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LX;2010.0;94753.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2011.0;75000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2011.0;76976.0;Petrol;Manual;Second;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2009.0;65090.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2012.0;38000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSIII;2011.0;64000.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSII;2011.0;28619.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSIII;2012.0;14814.0;Petrol;Manual;Second;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSIII;2012.0;67147.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2012.0;49008.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi BSIII;2010.0;59136.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto LXi;2010.0;48105.0;Petrol;Manual;First;19.7;796.0;46.3;5.0;0.0
Maruti Alto 800 LXI;2013.0;56840.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 VXI;2014.0;32000.0;Petrol;Manual;Second;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2015.0;61000.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 VXI;2015.0;11110.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2015.0;24617.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2013.0;86000.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 VXI;2014.0;45700.0;Petrol;Manual;Second;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 VXI;2016.0;24300.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2015.0;63714.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2013.0;30852.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2015.0;96000.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2013.0;30000.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 VXI;2016.0;26000.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2014.0;58500.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI Airbag;2015.0;50000.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2015.0;25000.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2017.0;2196.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2015.0;21000.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2016.0;9370.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2015.0;21652.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2016.0;51639.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2017.0;30000.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 VXI;2017.0;38000.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2016.0;32227.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2017.0;27718.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2017.0;54250.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 LXI;2016.0;34267.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 VXI;2016.0;18043.0;Petrol;Manual;First;22.74;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI;2013.0;24027.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI;2013.0;56000.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI;2016.0;31000.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI Optional;2015.0;63714.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 VXI;2016.0;31006.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI;2016.0;60000.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI;2016.0;35000.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI;2014.0;73000.0;Petrol;Manual;Second;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI;2016.0;24000.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI;2016.0;5700.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI;2018.0;26200.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI;2016.0;61000.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 VXI;2016.0;4000.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 VXI;2017.0;2530.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI;2018.0;11000.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 LXI Optional;2019.0;3000.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 VXI;2019.0;171.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 VXI;2019.0;19855.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto 800 2016-2019 VXI;2018.0;26234.0;Petrol;Manual;First;24.7;796.0;47.3;5.0;0.0
Maruti Alto Green LXi (CNG);2012.0;65537.0;CNG;Manual;First;26.83;796.0;38.4;5.0;0.0
Maruti Alto Green LXi (CNG);2012.0;92000.0;CNG;Manual;Second;26.83;796.0;38.4;5.0;0.0
Maruti Alto 800 CNG LXI;2013.0;26200.0;CNG;Manual;First;30.46;796.0;47.3;5.0;0.0
Datsun redi-GO T;2016.0;15000.0;Petrol;Manual;First;22.7;799.0;53.64;5.0;0.0
Datsun redi-GO T Option;2016.0;20487.0;Petrol;Manual;First;22.7;799.0;53.64;5.0;0.0
Datsun redi-GO S;2016.0;26239.0;Petrol;Manual;First;22.7;799.0;53.0;5.0;0.0
Datsun Redi GO Sport;2017.0;12000.0;Petrol;Manual;First;22.7;799.0;53.0;5.0;0.0
Datsun redi-GO T Option;2017.0;27509.0;Petrol;Manual;First;22.7;799.0;53.64;5.0;0.0
Datsun redi-GO T Option;2018.0;30953.0;Petrol;Manual;First;22.7;799.0;53.64;5.0;0.0
Datsun redi-GO T Option;2018.0;6279.0;Petrol;Manual;First;22.7;799.0;53.64;5.0;0.0
Renault KWID RXL;2016.0;26000.0;Petrol;Manual;First;25.17;799.0;53.3;5.0;0.0
Renault KWID RXT;2016.0;45000.0;Petrol;Manual;First;25.17;799.0;53.3;5.0;0.0
Renault KWID RXT;2015.0;28000.0;Petrol;Manual;First;25.17;799.0;53.3;5.0;0.0
Renault KWID RXT;2016.0;12500.0;Petrol;Manual;First;25.17;799.0;53.3;5.0;0.0
Renault KWID RXT;2017.0;25000.0;Petrol;Manual;First;25.17;799.0;53.3;5.0;0.0
Renault KWID RXT Optional;2016.0;16000.0;Petrol;Manual;First;25.17;799.0;53.3;5.0;0.0
