"name","year","kilom","fuel","trans","owner","mileage","engine","power","seats","pricedol"
"Chevrolet Cruze LTZ AT","2011","60000","Diesel","Automatic","First","18.1","1991","147.9","4","0"
"Chevrolet Cruze LTZ AT","2012","137008","Diesel","Automatic","First","18.1","1991","147.9","4","0"
"Chevrolet Cruze LTZ AT","2011","78203","Diesel","Automatic","First","18.1","1991","147.9","4","0"
"BMW 3 Series 320d Corporate Edition","2008","89000","Diesel","Automatic","Second","16.07","1995","181","4","0"
"BMW 3 Series 320d Corporate Edition","2012","76000","Diesel","Automatic","First","16.07","1995","181","4","0"
"BMW 3 Series 320d Corporate Edition","2013","38998","Diesel","Automatic","First","16.07","1995","181","4","1"
"Mini Cooper Convertible S","2012","17000","Petrol","Automatic","Second","16.82","1998","189.08","4","1"
"Mini Cooper Convertible S","2014","11900","Petrol","Automatic","First","16.82","1998","189.08","4","1"
"Mini Cooper Convertible S","2016","15000","Petrol","Automatic","First","16.82","1998","189.08","4","1"
"Mini Cooper Convertible S","2017","26327","Petrol","Automatic","First","16.82","1998","189.08","4","1"
"Mini Cooper Convertible S","2017","20469","Petrol","Automatic","First","16.82","1998","189.08","4","1"
"Mini Cooper 3 DOOR S","2013","21000","Petrol","Automatic","First","17.44","1998","189.08","4","1"
"Mini Cooper 3 DOOR S","2016","21110","Petrol","Automatic","First","17.44","1998","189.08","4","1"
"Audi RS5 Coupe","2013","23000","Petrol","Automatic","First","11.05","2894","444","4","1"
"Audi RS5 Coupe","2013","23312","Petrol","Automatic","First","11.05","2894","444","4","1"
"Porsche Panamera Diesel","2013","40000","Diesel","Automatic","Second","17.85","2967","300","4","1"
"Porsche Panamera Diesel","2013","48000","Diesel","Automatic","Second","17.85","2967","300","4","1"
"Porsche Panamera Diesel","2015","54996","Diesel","Automatic","First","17.85","2967","300","4","1"
"Porsche Panamera Diesel","2015","25100","Diesel","Automatic","First","17.85","2967","300","4","1"
"Porsche Panamera Diesel","2013","19828","Diesel","Automatic","Second","17.85","2967","300","4","1"
"Porsche Panamera Diesel 250hp","2014","60033","Diesel","Automatic","First","18.18","2967","250","4","1"
"BMW 3 Series 330d Convertible","2013","49000","Diesel","Automatic","First","8.2","2993","245","4","1"
"BMW 3 Series 330d Convertible","2014","51240","Diesel","Automatic","First","8.2","2993","245","4","1"
"BMW 6 Series 640d Coupe","2013","30000","Diesel","Automatic","First","9.52","2993","313","4","1"
"BMW 6 Series 640d Gran Coupe","2011","30000","Diesel","Automatic","First","9.52","2993","313","4","1"
"Jaguar XJ 3,0L Portfolio","2016","12000","Diesel","Automatic","First","10.5","2993","271.23","4","1"
"BMW X6 xDrive30d","2011","59000","Diesel","Automatic","First","11.2","2993","241","4","1"
"BMW X6 xDrive30d","2014","39626","Diesel","Automatic","First","11.2","2993","241","4","1"
"BMW X6 xDrive30d","2013","45306","Diesel","Automatic","Second","11.2","2993","241","4","1"
"BMW X6 xDrive 40d","2013","58000","Diesel","Automatic","First","11.2","2993","306","4","1"
"Jaguar XJ 3,0L Premium Luxury","2012","50000","Diesel","Automatic","First","12.9","2993","271.23","4","1"
"BMW 6 Series Gran Coupe","2013","21000","Diesel","Automatic","Second","17.54","2993","313","4","1"
"BMW 6 Series Gran Coupe","2013","30000","Diesel","Automatic","First","17.54","2993","313","4","1"
"BMW 6 Series Gran Coupe","2018","20004","Diesel","Automatic","First","17.54","2993","313","4","1"
"Mercedes-Benz E-Class E400 Cabriolet","2015","7501","Petrol","Automatic","First","10","2996","333","4","1"
"Mercedes-Benz CLS-Class 2006-2010 350 CDI","2010","29000","Diesel","Automatic","First","9.9","3498","271.72","4","1"
"BMW 6 Series 650i Coupe","2010","65329","Petrol","Automatic","First","7.94","4395","450","4","1"
"BMW 6 Series 630i Coupe","2011","5900","Petrol","Automatic","First","7.94","4395","450","4","1"
"Porsche Panamera 2010 2013 Diesel","2013","36400","Diesel","Automatic","First","7.5","4806","394.3","4","1"
"Porsche Panamera 2010 2013 4S","2010","42400","Petrol","Automatic","Third","8","4806","394.3","4","1"
"Ford Mustang V8","2018","21290","Petrol","Automatic","First","13","4951","395","4","1"
"Jaguar XJ 5,0 L V8 Supercharged","2011","43686","Petrol","Automatic","First","10.5","5000","503","4","1"
"Bentley Continental Flying Spur","2006","48000","Petrol","Automatic","First","8.6","5998","552","4","1"
"Mahindra E Verito D4","2016","50000","Electric","Automatic","First","","72","41","5","1"
"Maruti Celerio ZDi","2015","33517","Diesel","Manual","First","27.62","793","47","5","0"
"Maruti Celerio LDi","2016","80219","Diesel","Manual","First","27.62","793","47","5","0"
"Maruti Celerio ZDi","2015","42000","Diesel","Manual","First","27.62","793","47","5","0"
"Maruti Celerio ZDi","2015","42150","Diesel","Manual","First","27.62","793","47","5","0"
"Maruti Omni 8 Seater BSIV","2011","39000","Petrol","Manual","First","14","796","35","5","0"
"Maruti Omni 8 Seater BSIV","2012","71791","Petrol","Manual","First","14","796","35","5","0"
"Maruti Omni 8 Seater BSIV","2015","52950","Petrol","Manual","First","14","796","35","5","0"
"Maruti Omni 5 Str STD","2010","93850","Petrol","Manual","First","14","796","35","5","0"
"Maruti Omni 8 Seater BSIV","2013","34834","Petrol","Manual","First","14","796","35","5","0"
"Maruti Omni 8 Seater BSIV","2017","21260","Petrol","Manual","First","14","796","35","5","0"
"Maruti Omni 8 Seater BSIV","2017","24571","Petrol","Manual","First","14","796","35","5","0"
"Maruti Omni 8 Seater BSIV","2016","55137","Petrol","Manual","First","14","796","35","5","0"
"Maruti Omni 5 Seater BSIV","2019","4721","Petrol","Manual","First","14","796","35","5","0"
"Maruti Omni MPI CARGO BSIV","2015","23000","Petrol","Manual","First","16.8","796","34.2","5","0"
"Maruti Omni MPI STD BSIV","2012","126000","Petrol","Manual","First","16.8","796","34.2","5","0"
"Maruti Omni MPI STD BSIV","2017","15473","Petrol","Manual","First","16.8","796","34.2","5","0"
"Maruti Alto VXi","2011","11000","Petrol","Manual","Third","18.9","796","47","5","0"
"Maruti Alto Std","2005","49000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LX","2010","125000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi BSII","2003","69966","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LX","2009","68078","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2008","42000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2008","38000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi BSII","2008","54000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2008","26299","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi BSIII","2008","68000","Petrol","Manual","Third","19.7","796","46.3","5","0"
"Maruti Alto LX BSIII","2007","72000","Petrol","Manual","Second","19.7","796","46.3","5","0"
"Maruti Alto LXi","2008","90000","Petrol","Manual","Second","19.7","796","46.3","5","0"
"Maruti Alto LXi","2007","18700","Petrol","Manual","Second","19.7","796","46.3","5","0"
"Maruti Alto Std","2004","81500","Petrol","Manual","Second","19.7","796","46.3","5","0"
"Maruti Alto LXi","2006","56000","Petrol","Manual","Second","19.7","796","46.3","5","0"
"Maruti Alto LXi","2009","35000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2009","63000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2006","68000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2010","66000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2011","100000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2010","38127","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2008","65000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi BSIII","2010","94385","Petrol","Manual","Second","19.7","796","46.3","5","0"
"Maruti Alto LXi","2007","76161","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi BSIII","2009","35000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi BSIII","2008","66000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2007","52195","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXI","2007","52195","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi BSIII","2006","71993","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi BSIII","2009","85000","Petrol","Manual","Second","19.7","796","46.3","5","0"
"Maruti Omni MPI CARGO BSIII W/ IMMOBILISER","2011","35000","Petrol","Manual","Third","19.7","796","35","5","0"
"Maruti Alto LXi BSIII","2010","73513","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LX","2010","94753","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2011","75000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2011","76976","Petrol","Manual","Second","19.7","796","46.3","5","0"
"Maruti Alto LXi","2009","65090","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2012","38000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi BSIII","2011","64000","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi BSII","2011","28619","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi BSIII","2012","14814","Petrol","Manual","Second","19.7","796","46.3","5","0"
"Maruti Alto LXi BSIII","2012","67147","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2012","49008","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi BSIII","2010","59136","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto LXi","2010","48105","Petrol","Manual","First","19.7","796","46.3","5","0"
"Maruti Alto 800 LXI","2013","56840","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 VXI","2014","32000","Petrol","Manual","Second","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2015","61000","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 VXI","2015","11110","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2015","24617","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2013","86000","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 VXI","2014","45700","Petrol","Manual","Second","22.74","796","47.3","5","0"
"Maruti Alto 800 VXI","2016","24300","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2015","63714","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2013","30852","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2015","96000","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2013","30000","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 VXI","2016","26000","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2014","58500","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI Airbag","2015","50000","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2015","25000","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2017","2196","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2015","21000","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2016","9370","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2015","21652","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2016","51639","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2017","30000","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 VXI","2017","38000","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2016","32227","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2017","27718","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2017","54250","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 LXI","2016","34267","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 VXI","2016","18043","Petrol","Manual","First","22.74","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI","2013","24027","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI","2013","56000","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI","2016","31000","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI Optional","2015","63714","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 VXI","2016","31006","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI","2016","60000","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI","2016","35000","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI","2014","73000","Petrol","Manual","Second","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI","2016","24000","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI","2016","5700","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI","2018","26200","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI","2016","61000","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 VXI","2016","4000","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 VXI","2017","2530","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI","2018","11000","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 LXI Optional","2019","3000","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 VXI","2019","171","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 VXI","2019","19855","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto 800 2016-2019 VXI","2018","26234","Petrol","Manual","First","24.7","796","47.3","5","0"
"Maruti Alto Green LXi (CNG)","2012","65537","CNG","Manual","First","26.83","796","38.4","5","0"
"Maruti Alto Green LXi (CNG)","2012","92000","CNG","Manual","Second","26.83","796","38.4","5","0"
"Maruti Alto 800 CNG LXI","2013","26200","CNG","Manual","First","30.46","796","47.3","5","0"
"Datsun redi-GO T","2016","15000","Petrol","Manual","First","22.7","799","53.64","5","0"
"Datsun redi-GO T Option","2016","20487","Petrol","Manual","First","22.7","799","53.64","5","0"
"Datsun redi-GO S","2016","26239","Petrol","Manual","First","22.7","799","53","5","0"
"Datsun Redi GO Sport","2017","12000","Petrol","Manual","First","22.7","799","53","5","0"
"Datsun redi-GO T Option","2017","27509","Petrol","Manual","First","22.7","799","53.64","5","0"
"Datsun redi-GO T Option","2018","30953","Petrol","Manual","First","22.7","799","53.64","5","0"
"Datsun redi-GO T Option","2018","6279","Petrol","Manual","First","22.7","799","53.64","5","0"
"Renault KWID RXL","2016","26000","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2016","45000","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2015","28000","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2016","12500","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2017","25000","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT Optional","2016","16000","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2016","12500","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2017","4700","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2016","53886","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2016","24000","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2016","4152","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2016","73000","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2016","8554","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2016","41000","Petrol","Manual","Second","25.17","799","53.3","5","0"
"Renault KWID RXT","2017","16542","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2016","48000","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXL","2018","1000","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXL","2017","24214","Petrol","Manual","Second","25.17","799","53.3","5","0"
"Renault KWID RXT","2017","24000","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT Optional","2018","5000","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2016","20229","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT Optional","2017","21954","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2017","32587","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT","2016","25000","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXL","2019","7858","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT Optional","2018","1617","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT Optional","2018","1900","Petrol","Manual","First","25.17","799","53.3","5","0"
"Renault KWID RXT Optional","2019","6568","Petrol","Manual","First","25.17","799","53.3","5","0"
"Hyundai EON Era Plus","2013","70000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON D Lite Plus","2013","36000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON D Lite Plus","2014","26008","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era Plus","2012","60000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON D Lite","2013","30000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Magna Plus","2015","20800","Petrol","Manual","Second","21.1","814","55.2","5","0"
"Hyundai EON Magna Plus","2013","20000","Petrol","Manual","Second","21.1","814","55.2","5","0"
"Hyundai EON Era","2011","68128","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON LPG Era Plus Option","2012","75000","LPG","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era","2014","18000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON D Lite Plus","2013","84600","Petrol","Manual","Second","21.1","814","55.2","5","0"
"Hyundai EON D Lite Plus Option","2017","60000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era Plus","2015","91000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era Plus","2015","54680","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Magna Plus","2012","45000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON D Lite Plus Option","2016","25350","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON D Lite","2014","20600","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era Plus","2013","22000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era Plus","2012","60500","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era","2015","28700","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON D Lite Plus","2015","20000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era Plus","2016","11583","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era Plus","2015","38000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era Plus","2015","68764","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era Plus","2015","66510","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON D Lite Plus","2013","45010","Petrol","Manual","Second","21.1","814","55.2","5","0"
"Hyundai EON Era Plus","2016","70000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Magna Plus","2015","19000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era Plus","2015","30158","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era","2017","8243","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Magna Plus","2014","37000","Petrol","Manual","First","21.1","814","55.2","5","0"
"Hyundai EON Era","2016","30000","Petrol","Manual","First","21.1","814","55.2","5","0"
